X	Y	Z
-0.01	-0.69	-2.78
-0.15	-0.36	0.94
0.32	0.08	2.57
0.20	0.17	1.18
0.17	0.11	0.73
0.09	0.11	0.97
0.11	0.02	1.19
0.06	0.05	0.98
0.00	0.09	0.95
0.03	0.09	0.98
0.13	0.08	1.01
0.23	0.11	0.99
0.32	0.12	0.92
0.50	0.13	0.75
0.60	0.11	0.70
0.78	0.08	0.53
0.89	0.05	0.38
1.03	0.06	0.21
1.01	0.02	0.13
1.05	-0.02	0.23
1.00	0.01	0.21
0.94	0.03	0.25
0.96	0.02	0.40
0.93	0.01	0.46
0.85	0.03	0.60
0.72	0.05	0.71
0.48	0.06	0.81
0.13	0.10	0.95
0.03	0.12	0.97
-0.11	0.13	0.85
-0.16	0.10	0.98
-0.12	0.09	0.94
-0.17	0.10	1.02
-0.08	0.10	0.80
-0.06	0.05	1.08
-0.00	0.08	1.49
-0.13	0.04	2.95
-0.43	-0.50	1.79
-0.11	-1.09	-2.73
-0.12	-0.44	-0.74
0.24	-0.06	3.03
0.16	0.20	1.75
0.16	0.07	0.76
0.11	0.09	0.72
0.17	-0.02	1.08
0.01	-0.00	1.04
-0.04	-0.02	0.91
0.00	-0.11	0.97
0.02	-0.18	0.87
0.04	-0.25	0.89
0.03	-0.38	0.90
0.09	-0.52	0.91
0.10	-0.61	0.87
0.11	-0.67	0.82
0.09	-0.72	0.79
0.07	-0.74	0.74
0.08	-0.76	0.78
0.04	-0.73	0.71
0.05	-0.75	0.89
0.06	-0.71	1.06
0.07	-0.64	0.97
0.08	-0.44	1.03
0.06	-0.16	0.79
0.04	-0.02	0.87
0.00	0.08	0.90
-0.02	0.15	0.77
-0.05	0.17	0.92
-0.06	0.22	0.81
-0.09	0.20	1.00
-0.08	0.20	0.76
-0.03	0.10	1.02
0.16	0.21	1.96
-0.37	-0.16	3.63
-0.34	-0.99	-1.16
0.02	-0.45	-2.71
-0.33	-0.41	2.40
0.03	0.11	2.32
0.15	0.11	1.01
0.00	0.11	0.73
0.04	0.05	0.98
-0.06	0.02	1.14
-0.08	0.03	0.99
-0.09	-0.00	0.88
-0.03	-0.07	0.91
0.03	-0.14	0.89
-0.01	-0.23	0.89
0.02	-0.37	0.90
0.06	-0.54	0.86
0.09	-0.65	0.85
-0.01	-0.74	0.72
0.07	-0.80	0.75
0.03	-0.84	0.73
0.03	-0.84	0.70
0.07	-0.80	0.72
0.06	-0.78	1.03
0.04	-0.75	0.88
0.07	-0.46	0.86
0.06	-0.30	0.87
0.02	-0.16	0.95
0.06	-0.01	0.81
0.04	0.07	0.89
0.03	0.11	0.72
0.00	0.04	0.89
0.03	-0.07	0.62
0.05	-0.35	0.89
0.08	-0.55	1.02
0.10	-0.62	0.91
0.06	-0.76	0.93
0.15	-0.73	0.75
0.06	-0.77	0.72
0.08	-0.79	0.71
0.01	-0.74	0.74
0.09	-0.77	0.96
0.06	-0.72	0.91
0.12	-0.68	1.16
0.10	-0.48	1.03
0.11	-0.07	0.49
0.06	0.09	0.68
-0.01	0.15	0.74
0.02	0.15	0.75
0.02	0.15	0.85
0.30	0.11	1.98
0.06	-0.15	3.29
-0.57	-0.87	0.62
0.35	-0.76	-2.73
-0.42	-0.31	0.54
0.09	-0.00	2.78
0.03	0.17	1.20
0.12	0.09	0.80
-0.03	0.14	0.98
-0.02	0.13	0.88
-0.14	0.02	0.93
0.01	-0.08	1.23
0.05	-0.04	1.11
0.07	0.01	0.88
-0.10	0.02	1.07
0.05	0.05	1.02
0.08	0.09	0.94
0.11	0.03	1.05
0.14	0.05	1.00
