X	Y	Z
-0.08	0.48	0.69
0.09	0.69	0.57
0.05	0.84	0.12
-0.08	0.90	0.25
-0.08	0.93	0.19
-0.04	0.77	0.39
0.10	0.62	0.72
0.16	0.49	0.95
0.08	0.32	0.80
-0.13	0.18	1.09
-0.41	0.16	1.00
-0.70	0.19	0.72
-0.95	0.25	0.36
-0.94	0.24	0.22
-0.99	0.20	0.29
-0.97	0.21	0.29
-0.77	0.19	0.41
-0.45	0.13	0.92
-0.22	0.14	0.97
0.16	0.16	0.91
0.45	0.17	0.85
0.77	0.16	0.67
0.90	0.18	0.42
0.89	0.19	0.33
0.96	0.14	0.35
0.96	0.16	0.48
0.87	0.16	0.72
0.68	0.16	0.82
0.18	0.21	0.52
-0.29	0.20	0.43
-0.13	0.04	0.87
0.17	-0.08	2.19
-0.15	-0.42	4.14
-0.52	-1.31	1.64
-0.34	-2.09	-4.24
-0.65	-1.28	-1.79
-0.20	-0.63	4.71
-0.04	0.51	2.22
-0.13	-0.02	1.01
0.07	-0.13	0.67
0.15	-0.10	0.86
-0.02	0.02	0.93
-0.05	0.03	1.00
-0.06	-0.05	0.98
-0.06	-0.19	0.93
0.03	-0.31	0.81
-0.01	-0.49	0.65
0.08	-0.73	0.89
0.04	-0.77	0.80
0.18	-0.84	0.83
0.10	-0.84	0.75
0.06	-0.84	0.83
0.12	-0.77	1.04
0.06	-0.70	1.05
0.06	-0.56	0.97
0.07	-0.25	0.97
-0.04	0.00	0.85
-0.03	0.25	0.77
-0.01	0.51	0.63
0.08	0.68	0.45
0.01	0.78	0.43
-0.06	0.89	0.33
-0.04	0.94	0.25
-0.02	0.88	0.52
-0.02	0.82	0.46
0.02	0.62	0.75
0.12	0.53	0.58
0.05	0.16	0.61
0.04	-0.17	1.07
0.26	-0.17	1.11
0.14	-0.14	1.09
0.14	-0.15	0.98
0.22	-0.17	1.21
0.29	-0.27	2.84
-0.00	-1.38	4.01
-0.56	-2.13	-1.66
-0.56	-1.07	-4.79
-0.18	-1.30	2.70
0.15	-0.09	3.46
-0.08	0.28	1.19
-0.01	-0.04	0.78
0.02	-0.14	0.93
0.06	0.01	0.92
-0.01	0.01	1.07
-0.10	0.04	1.01
-0.14	0.02	1.04
-0.29	0.02	1.06
-0.38	0.08	0.67
-0.74	0.11	0.34
-0.96	0.07	0.36
-1.05	0.07	0.35
-1.07	0.09	0.31
-1.07	0.10	0.44
-0.63	0.08	0.42
-0.44	0.04	0.83
-0.14	-0.02	0.80
-0.12	-0.17	0.86
0.06	-0.33	0.74
0.01	-0.53	0.78
0.07	-0.72	0.87
0.08	-0.77	0.84
0.06	-0.89	0.85
0.03	-0.88	0.80
0.09	-0.84	1.09
0.02	-0.82	1.31
0.14	-0.75	0.90
-0.06	-0.28	0.63
0.00	0.06	0.43
-0.01	0.15	0.55
0.13	0.29	1.05
0.20	0.33	3.37
-0.12	-0.79	3.23
-0.17	-1.70	-3.35
-0.60	-0.94	-2.26
0.08	-0.37	3.52
-0.14	0.33	2.30
-0.02	0.16	0.93
-0.01	-0.01	0.78
-0.03	-0.02	1.01
-0.18	0.05	1.01
-0.37	0.02	1.05
-0.51	0.08	0.74
-0.75	0.06	0.61
-1.00	0.08	0.27
-1.02	0.11	0.19
-1.03	0.11	0.17
-1.10	0.10	0.33
-0.82	0.10	0.36
-0.69	0.13	0.81
-0.47	0.16	0.87
-0.17	0.25	0.95
-0.18	0.34	1.05
-0.14	0.45	0.82
-0.04	0.60	0.82
0.02	0.71	0.58
-0.11	0.81	0.44
-0.05	0.90	0.16
-0.06	0.89	0.28
-0.08	0.87	0.50
-0.05	0.79	0.27
-0.00	0.59	0.68
0.19	0.39	0.67
0.16	0.19	1.27
0.25	0.15	0.98
0.45	0.13	0.95
0.61	0.11	0.83
0.83	0.07	0.70
0.88	0.09	0.55
0.90	0.08	0.43
0.96	0.05	0.50
0.86	0.08	0.54
0.76	0.10	0.76
0.46	0.12	0.79
0.02	0.10	0.76
-0.19	0.07	0.59
-0.17	-0.01	0.86
0.04	-0.00	1.32
0.08	-0.15	3.03
0.09	-0.74	3.87
-0.51	-2.10	0.17
-0.53	-1.71	-5.54
-0.42	-1.44	1.10
0.41	-0.07	4.05
0.00	0.38	1.74
-0.00	0.04	0.84
0.04	-0.12	0.87
0.03	-0.02	0.91
-0.12	0.03	1.04
-0.17	0.01	1.07
-0.22	0.01	1.05
-0.31	0.03	0.95
-0.43	0.06	0.81
-0.66	0.08	0.57
-0.85	0.11	0.25
-1.09	0.04	0.32
-1.01	0.07	0.21
-1.05	0.07	0.21
-0.98	0.07	0.28
-0.71	0.05	0.38
-0.50	0.03	0.96
-0.24	0.03	1.19
-0.21	0.13	1.10
-0.17	0.25	1.03
-0.16	0.36	0.97
-0.10	0.50	0.76
-0.14	0.71	0.48
-0.02	0.81	0.35
-0.08	0.85	0.35
-0.08	0.86	0.36
0.01	0.79	0.37
-0.03	0.63	0.40
0.08	0.25	0.63
0.14	-0.01	1.16
0.07	-0.10	1.24
0.09	-0.09	0.95
0.15	-0.10	1.21
0.36	-0.02	2.04
0.31	-0.56	3.80
-0.31	-1.39	-0.55
-0.68	-0.47	-2.67
0.38	0.07	1.73
0.01	0.27	2.15
0.05	0.21	0.91
0.17	0.18	0.84
0.18	0.17	0.92
0.14	0.21	0.96
0.08	0.21	0.98
0.10	0.20	1.02
0.06	0.22	1.06
0.12	0.23	0.93
0.12	0.20	0.95
0.08	0.20	0.97
0.02	0.22	0.96
-0.02	0.23	0.90
-0.04	0.25	0.94
-0.05	0.28	0.92
-0.08	0.26	1.01
-0.08	0.27	0.99
-0.15	0.31	0.92
-0.16	0.26	0.98
