X	Y	Z
0.01	0.13	1.03
0.11	0.13	1.08
0.13	0.13	0.94
0.09	0.14	1.02
0.04	0.10	1.27
-0.34	0.17	0.79
-0.83	0.40	0.31
-0.63	0.45	-0.07
-0.78	0.41	-0.13
-1.06	0.45	-0.12
-1.00	0.53	-0.18
-0.45	0.38	0.12
-0.68	0.28	1.07
-0.32	0.35	0.85
-0.19	0.33	0.89
-0.18	0.27	0.30
0.39	0.28	-0.25
-1.30	-0.97	6.57
-1.84	-2.74	2.06
0.40	-3.71	-4.40
-1.04	-1.91	-3.64
-1.05	-0.71	4.87
0.39	0.48	3.72
-0.18	0.42	0.67
-0.09	0.12	0.69
0.14	0.08	0.92
0.08	0.16	1.08
-0.04	0.18	1.20
-0.38	0.24	0.93
-0.51	0.36	0.36
-0.82	0.46	0.11
-0.82	0.53	-0.09
-0.88	0.52	-0.20
-0.82	0.52	-0.24
-0.87	0.54	-0.19
-0.54	0.37	0.25
-0.61	0.27	0.99
-0.29	0.30	0.85
-0.16	0.30	1.00
-0.21	0.32	0.89
-0.26	0.33	0.91
-0.24	0.31	0.59
0.30	0.12	1.17
0.64	0.10	0.93
0.71	0.21	0.53
0.79	0.21	0.22
0.95	0.17	0.48
0.95	0.23	0.55
0.92	0.12	0.76
0.27	0.11	0.89
-0.24	0.28	0.84
-0.05	0.30	0.88
-0.09	0.33	0.91
-0.12	0.34	0.91
-0.05	0.32	0.77
0.21	0.25	0.87
0.55	0.22	0.79
0.89	0.11	0.67
1.06	0.10	0.38
0.99	0.12	0.34
0.74	0.21	0.29
0.87	0.17	0.39
1.03	0.10	0.61
0.27	0.08	0.91
-0.12	0.20	0.96
0.06	0.21	0.95
0.16	0.21	0.18
0.35	0.35	1.60
-0.95	-1.09	7.25
-1.12	-3.91	0.21
1.20	-3.36	-5.79
-1.54	-1.98	-1.03
-0.91	-0.73	6.21
0.05	0.53	1.82
-0.22	0.37	0.43
0.04	0.08	1.01
0.09	0.19	1.07
0.05	0.22	0.97
0.01	0.20	0.87
-0.04	0.15	0.68
0.00	-0.16	0.71
0.02	-0.38	1.13
0.04	-0.45	1.10
0.14	-0.45	1.22
0.05	-0.40	1.12
0.05	-0.38	1.17
0.10	-0.42	1.15
-0.01	-0.14	0.77
-0.09	0.20	0.52
-0.03	0.22	0.97
-0.02	0.18	1.02
-0.02	0.17	0.83
0.00	0.17	0.15
0.01	-0.25	1.76
-0.65	-1.70	6.66
-0.97	-3.84	-0.47
0.52	-2.93	-5.95
-1.70	-1.65	0.18
-0.91	0.18	6.38
-0.13	0.57	1.12
-0.19	0.21	0.17
0.03	0.07	0.75
0.14	0.23	1.03
0.10	0.27	1.12
0.01	0.24	1.05
0.01	0.25	0.91
0.06	0.22	0.88
0.10	0.17	0.68
0.07	-0.17	0.53
0.09	-0.50	1.53
0.10	-0.42	1.01
-0.01	-0.40	1.04
-0.05	-0.43	1.22
-0.02	-0.41	1.34
-0.01	-0.19	0.64
-0.05	0.09	0.63
-0.02	0.13	0.93
0.02	0.11	1.02
-0.01	0.10	1.12
-0.06	0.10	1.11
-0.43	0.23	0.44
-0.84	0.43	0.39
-0.89	0.45	0.34
-0.94	0.51	0.14
-0.99	0.52	0.12
-0.49	0.44	-0.08
-0.61	0.25	1.02
-0.28	0.32	0.87
-0.15	0.31	0.91
-0.06	0.20	-0.01
0.24	-0.16	1.08
0.29	-1.52	7.04
-1.49	-3.67	0.75
-0.79	-3.79	-5.45
-1.89	-1.81	-2.08
0.03	-0.70	6.69
0.69	0.47	2.47
-0.26	0.23	0.35
0.18	0.02	0.72
0.18	0.16	0.92
0.06	0.18	1.03
0.08	0.13	1.05
0.06	0.10	1.22
-0.17	0.10	1.19
-0.43	0.23	0.75
-0.55	0.43	0.09
-0.78	0.43	0.10
-0.96	0.45	0.12
-0.94	0.47	0.15
-0.77	0.49	0.03
-0.40	0.23	0.52
-0.19	0.09	1.31
0.08	0.11	1.02
0.10	0.11	0.97
0.09	0.11	1.00
0.06	0.11	1.00
0.04	0.13	1.05
0.02	0.14	1.19
-0.25	0.19	0.70
-0.65	0.41	0.11
-0.94	0.42	0.21
-1.00	0.45	0.09
-0.98	0.45	0.03
-0.91	0.44	0.04
-0.68	0.37	0.12
-0.53	0.23	0.88
-0.21	0.31	0.82
-0.07	0.21	0.92
-0.02	0.17	0.58
0.13	0.33	0.89
0.58	-0.54	6.71
-1.00	-2.93	2.35
-0.59	-4.07	-4.73
-1.25	-2.31	-3.72
-0.82	-0.90	6.19
0.22	0.66	3.21
-0.32	0.44	0.58
-0.12	0.15	0.56
0.11	0.19	0.85
0.05	0.25	0.97
0.05	0.25	1.04
0.12	0.28	0.96
0.06	0.28	0.86
0.10	0.24	1.00
0.12	0.25	0.96
0.17	0.25	0.99
0.12	0.24	0.96
