X	Y	Z
-0.57	-0.65	-2.57
0.20	-0.79	3.10
0.33	0.11	3.00
0.05	0.20	1.22
0.05	0.02	0.80
0.10	0.09	0.87
0.15	0.14	1.03
0.13	0.20	1.17
0.01	0.31	0.89
0.25	0.57	0.75
0.19	0.79	0.31
0.06	0.86	0.17
0.09	0.85	0.30
0.06	0.82	0.19
0.14	0.59	0.36
0.17	0.27	0.73
0.15	0.10	1.23
0.09	0.04	1.28
0.05	0.04	1.33
0.08	0.11	1.28
0.06	0.14	1.24
-0.06	0.21	1.08
-0.01	0.30	0.97
-0.00	0.63	0.40
-0.03	0.85	0.06
-0.07	0.92	-0.09
-0.12	0.92	0.08
-0.07	0.91	0.01
-0.09	0.79	0.19
0.04	0.41	0.26
0.05	-0.17	0.85
0.04	-0.21	1.37
0.04	-0.21	1.30
0.04	-0.17	1.26
0.05	-0.06	0.95
0.03	-0.07	0.82
0.24	-0.07	2.05
0.24	-0.60	4.20
-0.49	-1.64	0.60
0.30	-1.27	-3.53
0.00	-0.55	-0.48
-0.30	-0.06	3.43
-0.31	0.37	1.79
-0.15	0.21	0.97
-0.10	0.05	0.98
0.09	0.08	0.91
0.24	0.08	0.82
0.56	0.03	0.84
0.76	0.00	0.66
0.91	0.02	0.52
1.00	0.04	0.37
1.03	0.02	0.43
0.87	0.05	0.68
0.58	0.15	0.50
0.42	0.15	0.62
0.20	-0.09	0.62
0.13	-0.35	0.72
0.23	-0.63	0.92
0.34	-0.76	1.26
0.24	-0.81	0.97
0.19	-0.71	1.01
0.10	-0.61	1.00
-0.05	-0.45	0.75
-0.23	-0.28	0.72
-0.47	-0.05	0.46
-0.77	-0.02	0.59
-1.02	0.01	0.52
-0.99	0.04	0.64
-0.78	0.04	0.51
-0.35	-0.01	0.57
-0.14	-0.10	0.76
0.21	-0.06	1.37
0.69	-0.14	3.42
0.39	-0.85	2.58
-0.32	-1.35	-1.69
-0.26	-0.79	-2.99
-0.23	-0.38	2.04
-0.00	0.18	3.21
0.05	0.31	1.32
0.12	0.13	0.76
0.01	0.10	0.91
0.15	0.17	0.90
0.15	0.21	0.72
-0.01	0.04	1.14
0.33	0.08	1.13
0.02	0.13	0.98
-0.01	0.14	0.92
0.28	0.19	0.96
0.26	0.17	1.01
0.36	0.10	0.98
0.33	0.10	0.89
0.45	0.10	0.92
