X	Y	Z
-0.29	0.22	0.88
-0.21	0.20	0.71
-0.05	0.15	-0.01
-0.11	0.12	0.62
-0.34	-1.29	6.66
-0.98	-2.41	1.34
-0.05	-2.18	-3.80
-0.65	-1.05	-2.70
-1.07	-0.70	4.16
-0.18	0.41	2.67
0.04	0.33	1.00
-0.07	0.08	0.91
-0.04	0.07	0.99
-0.10	0.13	0.97
-0.07	0.15	0.94
-0.07	0.16	0.92
-0.08	0.15	0.92
0.13	0.13	0.95
0.30	0.08	0.95
0.51	0.07	0.81
0.60	0.04	0.76
0.74	-0.00	0.78
0.75	-0.01	0.71
0.73	0.00	0.80
0.73	0.03	0.77
0.46	0.05	0.92
0.26	0.04	1.02
-0.11	0.18	0.83
-0.30	0.24	0.86
-0.27	0.25	0.84
-0.26	0.26	0.94
-0.29	0.25	0.94
-0.22	0.26	0.89
-0.18	0.23	0.88
0.15	0.16	0.92
0.42	0.09	0.91
0.69	0.05	0.84
0.67	0.05	0.73
0.69	0.06	0.78
0.67	0.07	0.85
0.61	0.08	0.90
0.29	0.13	0.89
-0.18	0.23	0.83
-0.15	0.25	0.89
-0.11	0.23	0.77
-0.09	0.12	0.18
0.00	-0.04	0.08
0.28	-0.89	5.43
-0.57	-1.20	4.04
-0.73	-2.05	-1.61
0.02	-1.62	-3.85
-1.10	-1.10	-0.51
-0.61	-0.31	5.73
-0.09	0.40	1.17
-0.10	0.13	0.55
-0.06	0.09	0.88
-0.01	0.15	1.04
-0.05	0.18	1.00
-0.07	0.19	0.95
-0.06	0.17	0.90
0.07	0.14	0.92
0.26	0.11	0.87
0.56	0.05	0.89
0.71	0.01	0.72
0.70	0.01	0.82
0.72	0.01	0.82
0.64	0.02	0.73
0.58	0.04	0.95
0.34	0.08	0.89
-0.03	0.15	0.84
-0.27	0.16	0.92
-0.16	0.15	1.05
-0.18	0.17	0.93
-0.18	0.17	0.98
-0.18	0.18	0.95
-0.15	0.18	0.98
-0.17	0.20	0.92
-0.14	0.18	0.84
0.11	0.10	0.92
0.36	0.01	0.99
0.62	-0.02	0.93
0.68	-0.02	0.83
0.65	0.01	0.72
0.63	0.02	0.74
0.61	0.03	0.73
0.55	0.02	0.93
0.35	0.07	0.94
0.18	0.11	1.07
-0.25	0.21	0.71
-0.21	0.20	1.08
-0.24	0.21	0.77
-0.18	0.18	0.75
-0.11	0.15	-0.05
-0.05	-0.25	1.07
-0.45	-2.10	7.11
-1.49	-3.41	-1.05
-0.03	-2.46	-5.06
-1.50	-1.40	-0.13
-0.72	-0.07	5.37
-0.13	0.43	1.61
-0.10	0.15	0.63
-0.06	0.04	0.83
-0.03	0.12	0.99
-0.12	0.20	0.93
-0.05	0.21	0.91
0.03	0.18	0.92
0.18	0.12	0.97
0.43	0.08	0.94
0.57	0.07	0.80
0.66	0.05	0.77
0.66	0.02	0.70
0.66	0.01	0.79
0.64	0.04	0.89
0.39	0.07	0.90
0.10	0.07	1.04
-0.22	0.19	0.82
-0.16	0.19	0.94
-0.15	0.17	0.89
-0.13	0.15	1.03
-0.13	0.17	1.00
-0.10	0.18	0.98
-0.12	0.19	0.90
-0.01	0.12	0.74
0.53	-0.02	1.10
0.75	-0.04	0.76
0.73	0.02	0.63
0.73	0.00	0.60
0.77	-0.02	0.79
0.74	0.01	0.77
0.36	0.04	0.92
0.06	0.16	0.70
-0.15	0.22	0.98
-0.11	0.17	1.01
-0.07	0.14	0.47
0.13	0.16	-0.22
-0.53	-0.87	4.51
-0.01	-2.66	4.62
-0.80	-2.96	-3.17
-0.87	-1.67	-4.34
-1.28	-1.29	1.67
-0.26	-0.09	5.82
0.13	0.31	0.84
-0.23	0.16	0.43
-0.01	0.09	0.84
0.01	0.12	1.04
0.01	0.20	1.01
0.04	0.21	0.99
0.02	0.20	0.97
-0.06	0.24	0.96
0.09	0.20	0.96
-0.02	0.26	0.91
-0.05	0.27	0.92
0.02	0.24	0.99
-0.01	0.25	0.97
-0.02	0.24	0.94
-0.06	0.26	0.96
