X	Y	Z
-0.40	0.17	0.87
-0.79	0.36	0.04
-0.88	0.41	0.04
-0.95	0.39	-0.04
-0.95	0.43	-0.19
-0.87	0.46	-0.24
-0.62	0.34	0.20
-0.60	0.20	1.16
-0.36	0.23	0.80
-0.27	0.26	0.88
-0.04	0.22	1.02
0.06	0.19	0.93
-0.14	0.23	0.23
-0.32	0.04	-0.55
0.15	-2.01	5.97
-0.95	-2.49	3.60
-1.21	-3.01	-3.16
-0.96	-1.76	-4.77
-1.91	-1.29	2.42
-0.30	-0.02	5.40
0.20	0.23	0.80
-0.14	0.15	0.37
-0.02	0.10	0.86
0.09	0.10	1.12
0.05	0.13	1.02
-0.08	0.16	1.06
-0.15	0.14	1.18
-0.53	0.23	0.64
-0.74	0.39	0.23
-0.84	0.46	-0.15
-0.88	0.48	-0.33
-0.84	0.48	-0.32
-0.67	0.44	-0.18
-0.51	0.21	0.59
-0.33	0.17	1.32
-0.11	0.15	0.91
0.11	0.14	1.01
0.20	0.13	0.94
0.14	0.14	0.95
0.04	0.16	1.01
-0.08	0.18	1.03
-0.17	0.16	1.15
-0.58	0.35	0.22
-0.80	0.51	-0.25
-0.93	0.51	-0.07
-0.84	0.53	-0.22
-0.82	0.55	-0.28
-0.52	0.45	-0.15
-0.60	0.19	0.95
-0.33	0.23	1.20
-0.15	0.26	0.83
-0.00	0.25	0.89
0.12	0.17	0.95
-0.08	0.24	-0.01
-0.46	-0.19	-0.52
-0.20	-2.75	7.17
-1.59	-3.32	2.81
-1.10	-2.82	-4.45
-1.20	-1.43	-5.30
-1.60	-2.82	4.10
-0.35	-0.46	4.60
0.03	0.35	0.11
-0.07	0.09	0.59
-0.01	-0.05	1.04
0.03	0.06	0.94
-0.03	0.10	1.04
-0.03	0.08	1.30
-0.12	0.10	1.15
-0.59	0.36	0.11
-0.83	0.48	0.12
-0.80	0.53	-0.13
-0.83	0.54	-0.24
-0.88	0.55	-0.26
-0.68	0.50	-0.20
-0.43	0.24	0.41
-0.38	0.16	1.37
-0.17	0.18	0.89
0.05	0.13	1.00
0.10	0.10	1.02
0.11	0.11	1.01
0.03	0.14	1.06
-0.00	0.12	1.30
-0.58	0.31	0.12
-0.90	0.50	0.06
-0.66	0.52	-0.22
-0.76	0.52	-0.33
-0.74	0.59	-0.50
-0.40	0.45	-0.09
-0.61	0.25	1.01
-0.24	0.30	1.07
-0.06	0.28	0.95
0.11	0.25	1.04
0.05	0.25	0.70
-0.08	0.32	-0.19
-0.35	-0.35	0.71
0.28	-2.26	7.47
-1.67	-3.62	1.30
-1.35	-3.05	-5.86
-1.02	-2.34	-3.40
-0.66	-1.62	6.76
-0.34	0.27	2.44
0.00	0.33	0.55
-0.09	0.05	0.62
0.11	-0.06	1.16
0.09	-0.03	1.57
0.20	-0.07	0.72
-0.52	0.54	-0.81
-0.82	0.51	-0.24
-0.86	0.49	-0.42
-0.75	0.51	-0.65
-0.80	0.52	-0.55
-0.35	0.32	0.04
-0.43	0.23	1.27
-0.05	0.24	0.97
0.14	0.22	0.93
0.18	0.18	0.94
0.22	0.16	0.91
0.21	0.17	0.99
0.14	0.19	1.09
0.04	0.16	1.16
-0.42	0.27	0.40
-0.90	0.55	-0.27
-0.79	0.59	-0.18
-0.65	0.54	-0.30
-0.73	0.57	-0.60
-0.55	0.53	-0.42
-0.54	0.32	0.44
-0.63	0.36	1.28
-0.13	0.41	0.75
-0.01	0.34	0.84
0.01	0.24	0.87
-0.30	0.12	-0.06
-0.47	-0.31	-0.79
-0.06	-1.92	6.74
-1.07	-2.89	4.46
-1.61	-3.76	-3.40
-0.66	-1.92	-5.94
-2.00	-1.98	2.32
-0.51	-0.37	5.65
0.17	0.41	0.65
-0.21	0.24	0.40
0.02	-0.01	0.91
0.08	0.03	0.97
-0.05	0.08	1.22
0.01	0.04	1.56
-0.19	0.22	0.28
-0.69	0.47	-0.38
-0.73	0.53	-0.61
-0.74	0.53	-0.56
-0.67	0.53	-0.65
-0.69	0.54	-0.72
-0.42	0.39	-0.25
-0.30	0.18	0.94
0.01	0.21	1.21
0.09	0.17	0.95
0.24	0.13	1.00
0.22	0.12	0.98
0.13	0.16	1.04
0.07	0.16	1.24
-0.37	0.31	0.34
-0.76	0.55	-0.37
-0.90	0.53	-0.07
-0.80	0.53	-0.36
-0.75	0.54	-0.39
-0.69	0.54	-0.58
-0.25	0.28	0.08
-0.27	0.21	1.51
0.06	0.27	0.94
0.14	0.22	1.05
0.03	0.21	0.92
-0.03	0.19	0.26
-0.10	0.26	-0.30
-0.04	-1.49	4.79
-0.38	-2.56	4.53
-1.48	-3.15	-2.29
-0.69	-1.55	-5.67
-2.21	-1.86	0.98
-0.50	-0.77	6.31
0.00	0.41	0.49
-0.16	0.24	0.40
0.02	0.02	1.03
0.08	0.06	1.24
0.01	0.14	1.27
-0.30	0.23	0.26
-0.74	0.54	-0.26
-0.78	0.49	-0.25
-0.79	0.49	-0.44
-0.67	0.53	-0.60
-0.87	0.53	-0.44
-0.43	0.53	-0.51
-0.54	0.26	0.22
-0.47	0.24	1.34
-0.10	0.27	0.79
0.03	0.19	1.02
0.13	0.13	0.99
0.21	0.13	0.94
0.24	0.12	1.00
0.21	0.11	1.03
0.14	0.14	0.94
0.10	0.16	1.19
-0.32	0.15	0.92
-0.55	0.40	0.21
-0.89	0.54	-0.32
-0.76	0.55	-0.36
-0.66	0.54	-0.49
-0.52	0.54	-0.67
-0.33	0.29	-0.06
-0.32	0.06	1.68
0.01	0.15	0.99
0.09	0.17	0.94
0.16	0.14	0.99
0.17	0.16	0.97
0.15	0.18	0.85
-0.18	0.26	-0.09
-0.44	0.03	0.22
-0.49	-2.47	6.76
-1.13	-3.28	2.37
-1.39	-2.53	-5.08
-1.48	-1.78	-4.29
-1.59	-1.89	6.06
0.19	0.19	2.92
-0.18	0.43	0.12
-0.20	-0.06	0.73
0.19	-0.03	1.23
0.05	0.14	1.00
-0.10	0.11	1.31
-0.26	0.07	1.13
-0.48	0.32	-0.36
-0.80	0.46	-0.11
-0.86	0.48	-0.39
-0.88	0.52	-0.51
-0.59	0.46	-0.42
-0.49	0.18	0.65
-0.33	0.21	1.22
0.06	0.24	0.91
0.13	0.21	0.84
0.21	0.16	0.95
0.24	0.16	1.00
0.15	0.23	1.01
0.09	0.19	1.10
-0.61	0.25	0.04
-0.96	0.45	-0.13
-0.87	0.46	-0.20
-0.89	0.45	-0.33
-0.71	0.43	-0.45
-0.83	0.30	0.10
-0.73	0.20	1.13
-0.39	0.29	0.91
-0.14	0.30	0.88
-0.04	0.23	0.87
-0.04	0.23	0.80
-0.13	0.21	0.44
-0.08	0.33	-0.20
0.04	-1.33	3.74
-0.65	-2.45	4.56
-1.53	-3.32	-1.86
-0.43	-2.19	-6.12
-2.42	-2.09	1.28
-0.36	-0.26	6.16
0.14	0.54	0.30
-0.12	0.25	0.57
-0.08	0.13	1.18
0.02	0.23	1.01
0.06	0.26	0.98
0.02	0.26	0.93
-0.02	0.28	0.94
-0.00	0.25	0.91
0.06	0.25	0.95
0.05	0.27	0.93
