X	Y	Z
-0.12	0.12	0.74
0.00	0.03	0.85
0.05	0.01	1.05
-0.09	0.04	1.24
-0.32	0.15	0.92
-0.64	0.31	0.39
-0.76	0.43	0.24
-0.81	0.45	-0.06
-0.87	0.46	-0.08
-0.90	0.47	-0.16
-0.95	0.45	-0.08
-0.82	0.49	-0.05
-0.65	0.34	0.39
-0.46	0.25	0.91
-0.04	0.18	0.98
0.11	0.13	0.93
0.29	0.08	1.04
0.32	0.06	0.93
0.29	0.07	0.98
0.21	0.10	1.02
0.11	0.08	1.14
-0.19	0.15	0.95
-0.68	0.30	0.44
-0.75	0.44	0.07
-0.88	0.46	-0.19
-0.81	0.47	-0.32
-0.84	0.46	-0.30
-0.88	0.49	-0.28
-0.58	0.38	-0.19
-0.96	0.24	1.05
-0.52	0.28	0.75
-0.27	0.29	0.73
0.10	0.29	0.89
0.18	0.19	0.87
0.08	0.20	0.51
-0.05	0.09	-0.15
0.38	-0.92	4.10
0.44	-2.44	6.07
-1.49	-3.46	-2.37
-0.22	-2.23	-5.00
-1.42	-1.69	-0.16
-0.48	-0.63	6.54
0.38	0.38	1.58
-0.19	0.22	0.45
-0.11	0.13	0.78
0.01	0.16	0.97
-0.05	0.21	1.10
0.02	0.20	0.99
-0.01	0.21	0.85
0.01	0.19	1.03
-0.03	0.23	0.94
-0.06	0.27	0.95
-0.06	0.26	0.97
-0.07	0.24	0.98
-0.08	0.24	0.92
-0.09	0.24	0.94
