X	Y	Z
-0.08	-0.42	1.00
0.03	-0.51	1.12
-0.22	-0.51	1.09
-0.14	-0.53	1.13
-0.21	-0.54	1.42
-0.13	-0.48	1.23
0.06	-0.19	0.29
-0.15	0.24	0.53
-0.10	0.19	0.99
0.05	0.11	1.22
0.03	0.07	1.25
-0.09	0.01	1.23
-0.11	0.32	0.35
-0.11	0.78	0.35
-0.19	0.85	0.45
-0.37	0.89	0.53
-0.28	0.94	0.57
-0.18	0.91	0.33
-0.21	0.65	0.11
-0.07	0.14	0.58
-0.08	-0.26	1.21
-0.07	-0.20	1.48
-0.11	-0.07	1.17
-0.05	-0.07	1.06
-0.09	-0.07	0.54
-0.21	-0.05	-0.37
-0.39	-1.38	6.00
-0.68	-2.96	4.49
-0.92	-3.74	-3.81
-0.18	-2.00	-6.18
-2.13	-2.05	3.69
-0.13	-0.00	4.09
-0.15	0.34	0.83
-0.25	0.01	0.77
-0.01	0.03	0.92
-0.03	0.12	0.99
-0.05	0.13	0.95
-0.02	0.08	0.76
-0.07	-0.05	0.70
-0.07	-0.33	0.90
0.06	-0.52	1.20
-0.03	-0.47	1.03
-0.17	-0.49	1.05
-0.10	-0.49	1.18
-0.05	-0.53	1.32
-0.08	-0.42	1.07
-0.16	0.07	0.29
-0.13	0.25	0.76
-0.03	0.23	0.95
-0.03	0.21	1.16
-0.04	0.14	1.27
-0.19	0.15	1.04
-0.19	0.63	0.11
-0.18	0.83	0.39
-0.17	0.92	0.38
-0.30	0.97	0.45
-0.29	0.99	0.35
-0.23	0.77	-0.01
-0.22	0.31	0.34
0.15	-0.34	0.79
-0.11	-0.38	1.80
-0.21	-0.19	1.17
-0.04	-0.12	1.11
-0.12	-0.10	0.93
-0.14	-0.06	0.56
-0.06	-0.11	0.03
-0.38	-1.58	4.84
-0.54	-2.93	4.29
-1.36	-3.51	-2.50
-0.33	-1.81	-6.34
-2.13	-2.75	1.83
0.21	-0.59	5.82
-0.18	0.41	0.65
-0.15	0.12	0.78
-0.01	-0.07	1.09
-0.05	0.01	1.04
-0.00	0.05	0.98
-0.06	0.06	0.77
-0.07	-0.05	0.72
-0.07	-0.23	0.83
-0.09	-0.39	0.91
-0.10	-0.51	1.05
-0.05	-0.54	1.14
-0.02	-0.53	1.05
-0.17	-0.53	1.23
-0.13	-0.50	1.17
0.02	-0.38	1.07
-0.13	0.04	0.43
-0.11	0.23	0.62
-0.13	0.23	0.98
-0.08	0.20	1.11
-0.08	0.15	1.30
-0.22	0.08	1.38
0.03	0.50	0.11
-0.20	0.79	0.36
-0.22	0.82	0.38
-0.20	0.91	0.48
-0.29	0.96	0.36
-0.34	0.99	0.36
-0.11	0.75	-0.11
-0.21	0.31	0.58
-0.00	-0.14	1.10
-0.05	-0.13	1.48
-0.17	-0.04	1.12
-0.04	-0.05	1.05
-0.05	-0.02	0.97
-0.12	0.02	0.83
-0.21	-0.04	0.53
0.18	-0.01	0.10
0.01	-1.71	5.07
-0.44	-2.81	3.79
-1.33	-3.06	-2.86
-0.53	-1.44	-5.38
-1.51	-1.90	1.40
0.05	-0.51	5.72
-0.02	0.35	1.14
-0.27	0.18	0.53
-0.05	0.08	0.89
-0.08	0.13	0.97
-0.05	0.18	0.95
-0.06	0.22	0.93
-0.15	0.14	0.74
-0.14	-0.13	0.78
0.08	-0.38	0.83
0.00	-0.52	1.26
-0.12	-0.47	1.12
-0.09	-0.50	0.98
-0.09	-0.54	1.25
0.02	-0.47	1.41
-0.09	-0.28	0.62
-0.12	0.05	0.45
-0.07	0.11	0.92
-0.00	0.12	1.01
-0.05	0.10	1.03
-0.07	0.06	1.18
-0.28	0.02	1.45
-0.17	0.18	0.86
0.28	0.59	0.15
-0.06	0.78	0.38
-0.20	0.91	0.39
-0.14	0.96	0.62
-0.20	0.96	0.38
-0.16	0.84	0.11
-0.07	0.52	0.14
0.01	-0.01	0.81
-0.16	-0.26	1.52
0.01	-0.15	1.24
0.02	-0.10	1.18
-0.05	-0.09	0.98
-0.06	-0.08	1.00
-0.13	-0.02	0.62
-0.15	-0.11	-0.37
-0.05	-1.44	4.63
-0.04	-2.48	5.25
-1.30	-3.01	-1.80
-0.57	-1.86	-4.65
-1.34	-1.55	-0.70
0.07	-0.63	5.79
-0.02	0.53	1.15
-0.16	0.13	0.82
0.07	-0.10	1.20
-0.02	0.03	0.93
-0.12	0.05	0.97
-0.07	0.05	0.99
-0.02	0.09	0.94
-0.00	0.09	1.04
0.08	0.09	1.10
0.02	0.12	0.99
-0.06	0.15	0.88
-0.06	0.14	0.93
-0.07	0.20	1.00
0.06	0.16	0.99
-0.02	0.18	0.95
-0.01	0.17	0.99
-0.03	0.18	0.97
-0.05	0.18	0.98
