X	Y	Z
-0.79	0.26	0.45
-1.00	0.27	0.38
-0.82	0.29	0.33
-0.70	0.21	0.50
-0.33	0.05	0.91
-0.12	0.08	1.28
0.07	0.13	0.72
-0.00	0.11	1.08
-0.04	0.10	1.09
0.04	0.03	1.45
0.06	0.02	0.95
-0.04	0.65	0.15
-0.06	0.85	0.24
-0.11	0.87	0.55
-0.11	0.87	0.64
-0.06	0.89	0.44
-0.10	0.82	0.21
-0.02	0.36	0.32
0.17	-0.20	1.22
0.20	-0.13	1.26
0.01	-0.16	1.32
0.05	-0.07	1.04
0.05	-0.05	0.97
0.03	-0.04	0.94
-0.05	0.01	0.73
-0.03	0.08	-0.20
-0.42	-1.34	4.46
-0.48	-2.61	5.17
-1.52	-3.87	-1.80
-0.25	-2.33	-5.83
-1.99	-2.02	-0.52
-0.95	-0.69	6.53
0.10	0.43	1.48
-0.19	0.32	0.51
-0.09	0.09	0.78
-0.01	0.10	0.95
0.08	0.11	1.13
0.09	0.15	1.06
-0.13	0.18	0.91
-0.42	0.16	0.81
-0.52	0.22	0.92
-0.72	0.33	0.39
-0.87	0.34	0.34
-0.94	0.32	0.40
-0.89	0.34	0.41
-0.62	0.27	0.43
-0.26	0.14	1.01
0.04	0.16	0.97
0.03	0.14	0.97
0.09	0.12	1.05
0.06	0.12	1.15
0.04	0.12	1.21
-0.04	0.14	1.10
0.12	0.48	0.60
0.01	0.75	0.22
-0.14	0.85	0.45
-0.09	0.86	0.57
-0.05	0.89	0.48
-0.13	0.95	0.38
-0.04	0.82	0.16
0.08	0.37	0.39
-0.29	-0.17	0.91
0.04	-0.29	1.74
-0.02	-0.15	1.23
-0.08	0.01	0.88
-0.07	-0.00	1.02
-0.11	-0.02	0.97
-0.10	0.08	0.55
0.20	0.20	-0.29
-1.32	-1.39	3.48
-0.33	-2.48	5.14
-1.47	-3.32	-0.14
-0.34	-2.26	-5.69
-1.54	-2.04	-2.51
-1.27	-1.64	6.34
0.15	0.31	1.95
-0.11	0.40	0.34
-0.22	0.07	0.93
-0.06	0.12	1.01
0.05	0.18	1.04
0.02	0.22	1.03
-0.09	0.24	0.93
0.04	0.17	0.96
0.00	0.22	0.95
0.01	0.24	1.00
-0.02	0.22	0.96
-0.02	0.22	0.94
-0.04	0.22	0.97
-0.08	0.25	0.92
-0.05	0.21	1.01
