X	Y	Z
-0.28	0.11	0.78
-0.35	0.24	0.68
-0.20	0.25	0.19
-0.22	0.24	-0.16
-1.01	-0.90	6.18
-1.48	-2.40	4.22
-1.13	-3.82	-3.45
0.05	-2.60	-5.36
-2.25	-2.18	3.13
-0.44	-0.01	4.89
0.39	0.28	1.18
-0.25	0.21	0.13
-0.13	0.07	0.67
-0.09	-0.13	0.78
0.09	-0.38	0.93
0.07	-0.52	1.29
-0.12	-0.50	1.33
-0.03	-0.44	1.12
-0.01	-0.42	1.39
-0.06	-0.21	0.83
-0.13	0.16	0.43
-0.07	0.24	0.83
-0.06	0.24	0.96
-0.01	0.21	0.98
-0.04	0.18	1.13
-0.03	0.14	1.31
-0.32	0.29	0.19
-0.92	0.44	0.36
-0.76	0.44	-0.02
-0.95	0.46	0.03
-1.00	0.50	-0.18
-0.48	0.41	-0.14
-0.39	0.18	1.04
-0.21	0.21	1.03
-0.11	0.19	0.97
0.07	0.15	1.02
0.07	0.10	0.99
0.07	0.04	1.28
-0.17	0.04	1.31
-0.27	0.07	1.14
0.04	0.47	0.32
-0.03	0.81	0.19
-0.08	0.88	0.28
-0.23	1.01	0.27
-0.18	1.06	0.35
-0.06	0.85	0.09
-0.13	0.54	0.36
-0.10	0.29	0.70
-0.21	0.03	1.49
0.06	0.12	1.06
-0.09	0.14	1.14
-0.15	0.17	1.00
-0.18	0.15	0.99
0.04	0.11	0.78
0.38	0.04	1.02
0.71	0.13	0.64
0.74	0.18	0.54
0.82	0.16	0.63
0.95	0.14	0.79
0.82	0.07	0.84
0.38	0.12	0.81
-0.11	0.20	0.64
-0.32	0.28	0.86
-0.11	0.26	0.73
-0.09	0.30	0.36
-0.65	-0.00	4.81
-0.30	-2.20	5.12
-1.20	-3.82	-1.77
0.34	-2.89	-6.17
-2.19	-2.75	0.59
-0.76	-0.54	6.60
0.19	0.55	1.19
-0.21	0.30	0.15
-0.04	0.09	0.69
-0.04	0.00	0.65
0.05	-0.19	1.05
0.02	-0.35	1.09
-0.03	-0.44	1.37
0.07	-0.42	1.11
-0.02	-0.35	1.19
-0.03	-0.33	1.26
-0.05	-0.19	0.93
-0.19	0.20	0.26
-0.08	0.28	0.87
-0.10	0.29	0.96
-0.10	0.29	0.97
-0.09	0.23	1.08
-0.13	0.17	1.23
-0.62	0.29	0.53
-0.57	0.49	0.19
-0.85	0.47	0.11
-0.91	0.53	-0.03
-0.95	0.54	-0.05
-0.64	0.51	-0.10
-0.49	0.24	0.95
-0.18	0.30	0.74
0.02	0.26	0.95
0.07	0.18	1.08
0.10	0.18	1.05
-0.01	0.16	1.23
-0.10	-0.02	1.65
-0.09	0.00	0.85
0.22	0.58	-0.07
-0.10	0.83	-0.17
-0.29	1.03	0.29
-0.19	1.08	0.18
-0.12	0.98	0.09
-0.06	0.69	-0.33
0.12	0.33	0.69
-0.01	0.05	1.64
-0.20	0.19	1.29
-0.13	0.35	0.91
-0.10	0.34	0.98
-0.23	0.33	0.72
0.08	0.23	0.75
0.38	0.13	1.03
0.83	0.17	0.59
0.87	0.18	0.40
0.92	0.12	0.56
0.98	0.13	0.57
0.93	0.19	0.54
0.95	0.12	0.76
0.54	-0.09	1.24
-0.41	0.14	0.23
-0.18	0.20	0.21
0.21	0.24	-0.16
-0.19	-1.24	6.65
-1.03	-2.82	3.20
-1.33	-4.06	-4.08
-0.40	-2.70	-5.23
-2.55	-1.41	4.85
-0.29	0.52	4.43
0.23	0.35	0.05
-0.24	0.13	0.25
-0.12	0.14	0.97
-0.12	0.26	0.92
-0.02	0.09	0.84
0.07	-0.20	0.82
0.04	-0.48	1.21
0.03	-0.55	1.49
0.01	-0.42	1.35
0.09	-0.38	1.32
-0.25	-0.03	0.04
-0.15	0.31	0.61
0.00	0.22	1.11
0.02	0.24	1.00
0.08	0.20	1.02
0.06	0.19	1.15
-0.19	0.14	1.09
-0.61	0.38	-0.11
-0.78	0.46	0.06
-1.12	0.41	0.19
-0.87	0.47	-0.02
-0.43	0.28	0.76
-0.12	0.36	0.82
-0.21	0.31	0.85
-0.06	0.27	1.04
-0.04	0.16	1.26
-0.12	0.04	1.68
0.10	0.22	0.47
0.11	0.79	0.03
-0.35	0.89	0.29
-0.14	0.97	0.26
-0.03	0.97	0.25
-0.14	0.95	0.05
-0.09	0.49	0.27
0.16	-0.02	1.22
-0.03	0.10	1.42
-0.01	0.23	1.11
-0.00	0.28	1.03
-0.08	0.31	0.89
-0.21	0.34	0.57
0.13	0.15	0.31
0.91	-0.16	1.65
0.98	-0.02	0.43
0.81	0.04	0.51
0.87	0.02	0.74
0.88	0.08	0.80
0.61	0.12	0.66
-0.04	0.16	0.79
-0.30	0.24	0.60
0.17	0.27	-0.16
-0.65	-0.46	3.66
-1.28	-2.56	6.76
-1.77	-5.09	-1.24
0.34	-3.77	-6.57
-2.43	-2.80	-0.56
-0.93	-0.83	6.94
0.30	0.52	1.11
-0.21	0.37	0.28
-0.10	0.10	0.96
-0.10	0.22	0.80
-0.15	0.30	0.71
-0.09	0.10	0.63
0.02	-0.34	1.00
0.02	-0.55	1.19
0.09	-0.57	1.46
-0.00	-0.44	1.32
-0.05	-0.45	1.36
-0.05	-0.23	0.47
-0.25	0.31	0.32
-0.07	0.25	0.97
0.02	0.22	1.05
0.07	0.21	1.09
0.01	0.18	1.21
-0.33	0.19	0.62
-0.72	0.45	0.08
-0.76	0.51	0.14
-0.97	0.53	-0.06
-1.04	0.58	-0.33
-0.62	0.47	-0.19
-0.30	0.36	0.79
-0.02	0.32	0.94
-0.07	0.27	1.02
-0.08	0.24	1.00
-0.13	0.18	1.36
-0.41	-0.08	1.74
0.59	0.37	0.10
-0.04	0.65	0.04
-0.34	0.91	-0.03
-0.25	1.07	0.08
-0.18	1.14	0.27
-0.16	0.95	-0.16
-0.26	0.41	0.09
0.15	0.06	1.11
-0.06	0.12	1.59
-0.26	0.29	0.95
-0.19	0.37	1.00
-0.31	0.36	0.89
-0.12	0.30	0.76
0.25	0.26	0.56
0.80	0.28	0.69
0.95	0.24	0.61
0.92	0.23	0.66
0.79	0.23	0.66
0.82	0.15	0.76
0.74	0.12	0.78
0.21	0.16	0.53
-0.76	0.19	0.73
-0.47	0.24	0.73
-0.30	0.20	1.02
-0.39	0.31	0.44
-0.49	0.12	0.73
-0.33	-1.22	6.40
-1.16	-2.68	3.22
-1.19	-3.76	-4.30
-0.64	-2.59	-5.80
-2.13	-2.80	4.27
0.16	-0.10	4.35
0.12	0.59	0.92
-0.23	0.11	0.70
0.17	-0.02	0.98
0.09	0.17	0.97
0.01	0.28	0.94
-0.05	0.27	0.88
0.01	0.23	0.92
-0.10	0.28	0.93
0.00	0.28	0.99
0.01	0.23	0.95
-0.02	0.23	1.02
-0.03	0.23	0.97
