X	Y	Z
-1.00	0.43	0.17
-0.65	0.39	0.12
-0.44	0.19	0.97
-0.18	0.19	0.94
-0.04	0.16	1.06
-0.06	0.17	1.03
-0.09	0.18	1.04
-0.12	0.16	1.08
-0.18	0.20	1.08
-0.12	0.32	0.86
-0.04	0.58	0.62
0.13	0.76	0.47
0.01	0.72	0.62
-0.03	0.81	0.68
-0.05	0.96	0.59
0.01	0.68	0.32
0.26	0.07	0.87
0.08	-0.12	1.33
-0.08	-0.00	0.98
0.01	0.07	0.91
0.01	0.05	0.30
0.03	0.02	0.27
0.00	-1.03	5.50
-0.09	-2.42	4.64
-1.64	-3.41	-2.63
0.19	-2.07	-5.22
-1.84	-1.65	0.64
-0.46	-0.66	6.02
0.35	0.23	1.65
-0.01	0.14	0.65
-0.01	0.06	0.85
0.04	0.07	0.89
0.06	0.13	1.09
0.04	0.20	1.00
0.00	0.22	0.92
0.03	0.20	1.00
0.02	0.24	0.90
0.05	0.24	0.89
0.03	0.24	0.95
0.02	0.23	0.96
0.01	0.23	0.98
-0.04	0.25	0.92
