X	Y	Z
0.85	0.02	0.74
0.85	0.10	0.43
0.88	0.13	0.34
0.92	0.13	0.43
0.96	0.14	0.47
0.94	0.08	0.70
0.31	0.05	0.72
-0.11	0.12	0.91
-0.00	0.13	0.94
-0.03	0.16	0.10
0.07	0.06	0.59
0.11	-1.33	6.61
-0.91	-2.37	1.70
-0.34	-2.10	-4.10
-0.41	-1.15	-3.66
-0.88	-1.18	4.70
0.08	0.12	3.55
-0.11	0.27	0.69
-0.03	0.04	0.65
0.08	0.09	0.84
0.06	0.10	1.08
0.00	0.15	1.06
-0.12	0.16	1.08
-0.38	0.21	0.86
-0.66	0.32	0.47
-0.80	0.42	0.28
-0.87	0.43	0.24
-0.89	0.41	0.26
-0.91	0.40	0.27
-0.85	0.41	0.30
-0.65	0.34	0.26
-0.42	0.23	1.10
-0.10	0.25	0.79
0.04	0.17	1.04
0.17	0.13	1.03
0.23	0.14	0.96
0.20	0.13	0.98
0.19	0.10	1.17
0.09	0.11	1.32
0.02	0.21	0.88
-0.05	0.55	0.67
0.03	0.78	0.33
-0.17	0.85	0.27
-0.22	0.90	0.30
-0.05	0.93	0.45
-0.11	0.96	0.25
-0.04	0.80	0.52
0.10	0.53	0.30
-0.07	0.22	1.07
-0.05	0.12	1.27
0.01	0.19	0.99
-0.02	0.17	1.19
-0.02	0.21	0.93
-0.07	0.23	0.85
0.07	0.14	0.83
0.59	0.04	1.01
0.75	0.09	0.74
0.90	0.11	0.42
0.94	0.11	0.37
0.86	0.15	0.38
0.88	0.17	0.55
0.83	0.13	0.58
0.59	0.06	0.78
-0.04	0.16	0.95
-0.09	0.18	0.98
-0.02	0.21	0.87
-0.13	0.25	-0.20
-0.13	-0.19	1.23
0.61	-1.76	6.60
-0.74	-2.48	0.90
-0.57	-1.91	-4.30
-0.84	-1.14	-3.30
-0.98	-1.24	4.68
0.31	0.09	3.34
0.08	0.24	0.84
-0.05	0.07	0.61
0.01	0.07	0.85
0.01	0.11	1.08
0.03	0.13	1.14
-0.12	0.15	1.06
-0.37	0.22	0.76
-0.53	0.30	0.69
-0.72	0.39	0.38
-0.83	0.44	0.24
-0.97	0.43	0.24
-0.88	0.46	0.17
-0.81	0.40	0.29
-0.51	0.33	0.51
-0.16	0.22	0.99
0.12	0.19	1.03
0.28	0.14	0.98
0.28	0.11	1.02
0.22	0.12	1.05
0.21	0.07	1.29
0.17	0.10	1.13
-0.15	0.34	0.82
0.13	0.62	0.51
0.09	0.81	0.26
-0.04	0.85	0.26
-0.14	0.95	0.33
-0.02	1.05	0.34
-0.09	0.98	0.08
-0.05	0.67	0.43
-0.04	0.38	0.53
-0.09	0.22	1.19
-0.33	0.16	1.31
-0.13	0.22	0.98
-0.08	0.23	0.97
-0.17	0.22	0.94
-0.07	0.21	0.73
0.30	0.06	0.92
0.76	-0.03	1.05
0.85	0.04	0.65
0.82	0.10	0.39
0.87	0.11	0.40
0.89	0.12	0.50
0.99	0.07	0.67
0.47	0.07	0.74
0.11	0.08	1.01
-0.12	0.18	0.90
-0.11	0.23	0.82
-0.02	0.27	0.16
-0.18	0.13	0.74
0.17	-1.87	6.50
-0.86	-2.20	0.70
-0.56	-2.07	-4.70
-0.96	-1.57	-3.35
-1.32	-1.84	5.72
0.30	0.13	2.86
-0.23	0.41	0.11
0.06	-0.05	0.62
0.07	0.00	1.22
-0.07	0.15	1.02
-0.08	0.12	1.15
-0.38	0.19	0.94
-0.53	0.28	0.61
-0.81	0.38	0.27
-0.83	0.40	0.23
-0.92	0.40	0.14
-0.92	0.40	0.14
-0.87	0.37	0.24
-0.52	0.30	0.31
-0.34	0.14	1.14
-0.11	0.13	1.07
0.10	0.12	0.98
0.22	0.09	1.00
0.26	0.08	0.97
0.22	0.10	1.01
0.23	0.07	1.13
0.12	0.05	1.26
0.02	0.20	0.95
0.09	0.56	0.59
0.09	0.75	0.30
-0.17	0.89	0.17
-0.11	0.94	0.41
-0.06	0.98	0.34
-0.02	0.94	0.15
-0.14	0.67	0.48
-0.03	0.32	0.64
-0.17	0.05	1.23
-0.22	0.04	1.19
-0.05	0.08	1.12
-0.05	0.12	1.06
-0.09	0.12	0.95
0.08	0.05	0.69
0.60	-0.06	1.31
0.75	0.02	0.53
0.89	0.05	0.39
0.81	0.05	0.38
0.96	0.01	0.55
0.88	0.01	0.59
0.54	-0.00	0.95
-0.08	0.17	0.93
-0.09	0.21	0.83
-0.16	0.18	0.60
0.15	0.07	-0.59
-0.39	-0.42	2.82
-0.17	-2.29	6.39
-0.78	-3.67	-1.17
-0.00	-2.38	-5.40
-1.67	-1.58	-0.54
-0.45	-0.39	6.00
0.31	0.37	1.41
-0.16	0.27	0.41
0.03	0.09	0.81
0.04	0.08	1.05
-0.01	0.15	1.13
-0.14	0.15	1.03
-0.28	0.11	1.03
-0.53	0.18	0.86
-0.72	0.37	-0.03
-0.89	0.43	0.18
-0.89	0.46	0.02
-0.89	0.47	0.01
-0.63	0.36	0.04
-0.41	0.11	0.94
-0.20	0.07	1.20
0.11	0.07	1.00
0.25	0.05	1.01
0.22	0.08	0.93
0.17	0.07	1.02
0.13	0.01	1.29
0.16	-0.08	1.33
0.25	0.43	0.47
0.19	0.80	0.16
-0.06	0.83	0.30
-0.34	0.90	0.25
-0.02	0.96	0.52
0.02	1.04	0.31
-0.01	0.78	0.34
-0.04	0.49	0.54
0.17	0.12	0.93
0.08	0.10	1.14
-0.15	0.11	1.21
-0.09	0.10	1.16
0.03	0.12	1.02
-0.00	0.15	0.69
0.27	-0.02	1.03
0.64	-0.01	0.91
0.91	0.06	0.50
0.85	0.07	0.24
0.96	0.04	0.36
1.00	0.05	0.44
1.03	0.05	0.59
0.54	0.03	0.62
0.07	0.12	1.02
-0.07	0.19	0.94
-0.11	0.24	0.86
-0.13	0.22	0.68
-0.01	0.20	0.30
-0.18	0.04	0.47
-0.23	-1.40	6.70
-1.16	-2.80	2.20
0.04	-3.37	-5.19
-0.47	-1.97	-3.91
-1.79	-1.78	5.55
-0.26	0.26	3.67
-0.02	0.27	0.33
-0.15	0.09	0.48
-0.05	0.10	0.96
0.04	0.15	1.12
0.03	0.19	1.02
-0.01	0.24	0.97
-0.08	0.25	0.94
-0.07	0.26	0.99
-0.04	0.27	0.97
-0.02	0.25	0.97
-0.04	0.22	0.95
-0.05	0.22	0.95
-0.09	0.23	0.95
