X	Y	Z
-0.19	0.85	0.20
-0.33	0.93	0.34
-0.29	0.98	0.45
-0.31	0.95	0.25
-0.12	0.68	-0.08
-0.11	0.21	0.69
-0.26	-0.09	1.57
-0.03	0.04	0.95
-0.10	0.00	1.23
-0.09	-0.02	1.05
-0.04	-0.03	1.03
-0.14	0.03	0.74
-0.28	-0.13	-0.28
-0.03	-0.85	2.87
-0.26	-1.89	6.23
-1.59	-3.72	-0.13
-0.42	-2.82	-5.88
-2.05	-2.18	-0.63
-0.86	-0.64	6.64
-0.14	0.53	1.16
-0.15	0.17	0.50
-0.14	-0.01	0.94
-0.12	0.12	0.93
-0.13	0.16	0.78
-0.11	0.09	0.96
-0.13	-0.02	0.80
-0.04	-0.26	0.82
-0.06	-0.45	0.96
0.01	-0.52	1.16
-0.03	-0.53	0.96
0.02	-0.58	1.14
-0.10	-0.55	1.33
-0.08	-0.43	1.02
-0.20	-0.23	0.70
-0.07	0.15	0.66
-0.10	0.28	0.71
-0.17	0.25	1.05
-0.15	0.20	1.00
-0.13	0.14	1.14
-0.28	0.11	1.28
-0.22	0.23	1.03
-0.06	0.67	0.33
-0.28	0.78	0.16
-0.19	0.86	0.19
-0.25	0.96	0.29
-0.26	1.04	0.25
-0.28	0.98	-0.03
-0.14	0.59	0.02
-0.08	0.24	0.82
-0.25	-0.08	1.20
-0.35	-0.04	1.31
-0.12	0.01	1.17
-0.14	0.02	0.98
-0.14	0.03	0.90
-0.24	0.03	0.60
-0.21	-0.15	0.07
0.38	-1.02	3.45
-0.39	-2.13	5.87
-1.74	-3.67	-0.20
-0.88	-2.71	-5.64
-1.90	-1.95	-1.10
-0.26	-0.57	6.85
-0.40	0.49	0.85
-0.14	0.17	0.39
-0.03	0.04	0.86
-0.13	0.18	1.00
-0.13	0.13	0.94
-0.12	0.02	0.91
-0.18	-0.08	0.86
-0.07	-0.25	0.90
0.02	-0.43	1.01
0.03	-0.49	1.17
-0.09	-0.43	0.96
-0.12	-0.44	0.97
-0.07	-0.49	1.28
-0.09	-0.48	1.25
-0.11	-0.31	1.12
-0.04	0.03	0.31
-0.15	0.30	0.57
-0.14	0.27	0.99
-0.18	0.26	1.01
-0.20	0.23	1.06
-0.27	0.19	1.29
-0.18	0.36	0.82
-0.01	0.59	0.51
-0.26	0.80	0.17
-0.25	0.89	0.23
-0.34	0.99	0.22
-0.31	1.07	0.19
-0.26	0.95	0.09
-0.33	0.56	0.36
0.11	0.27	0.56
-0.27	0.03	1.25
-0.30	-0.10	1.08
-0.04	-0.07	1.25
-0.16	-0.08	1.03
-0.13	-0.06	0.96
-0.23	-0.00	0.52
-0.19	-0.28	-0.32
0.10	-1.31	4.78
-0.56	-2.44	5.58
-1.55	-4.17	-1.80
-0.27	-2.62	-5.89
-2.35	-1.89	0.63
-0.14	-0.42	5.86
-0.08	0.53	0.65
-0.28	0.19	0.45
-0.04	0.12	0.98
-0.15	0.21	0.99
-0.14	0.18	0.79
-0.05	0.06	0.90
-0.04	-0.09	0.79
-0.08	-0.29	1.10
-0.04	-0.36	0.98
-0.04	-0.43	1.08
-0.10	-0.43	1.08
-0.05	-0.43	1.09
-0.12	-0.43	1.11
-0.10	-0.42	1.28
-0.11	-0.28	1.04
-0.19	0.06	0.42
-0.12	0.32	0.65
-0.10	0.31	0.91
-0.13	0.29	1.00
-0.12	0.24	1.12
-0.14	0.18	1.23
-0.15	0.35	0.54
-0.14	0.81	0.52
-0.22	0.78	0.28
-0.35	0.82	0.38
-0.38	0.93	0.54
-0.32	0.94	0.45
-0.27	0.85	0.01
-0.39	0.43	0.51
0.12	0.03	0.65
0.14	-0.15	1.31
-0.14	-0.12	1.36
0.00	-0.09	1.22
0.02	-0.05	0.96
-0.08	-0.04	0.85
-0.17	-0.09	0.24
-0.09	-0.61	2.12
0.41	-1.77	6.13
-1.74	-3.62	0.85
0.30	-3.48	-6.37
-2.09	-2.39	-1.24
-0.32	-0.80	6.56
-0.11	0.31	1.34
-0.40	0.28	0.53
-0.27	0.12	0.87
-0.25	0.19	0.83
-0.08	0.21	1.02
-0.11	0.16	0.89
-0.13	0.07	0.79
0.01	-0.21	0.76
0.21	-0.48	1.35
0.08	-0.40	1.01
0.05	-0.35	0.93
0.07	-0.43	0.98
0.06	-0.49	1.08
0.12	-0.49	1.36
-0.12	-0.25	1.10
-0.04	0.05	0.15
0.01	0.32	0.98
-0.11	0.34	0.91
-0.08	0.33	0.95
-0.17	0.30	0.95
-0.18	0.25	1.03
-0.16	0.33	1.27
0.01	0.46	0.79
-0.29	0.72	0.29
-0.33	0.80	0.10
-0.38	0.89	0.13
-0.35	0.92	0.31
-0.32	0.95	0.23
-0.27	0.99	0.07
-0.39	0.78	0.09
-0.01	0.33	0.37
-0.00	-0.08	0.90
-0.24	-0.31	1.53
0.12	-0.23	1.31
0.01	-0.11	0.99
-0.08	-0.06	0.86
-0.16	-0.06	0.34
-0.06	-0.52	1.90
-0.14	-2.13	6.33
-1.71	-4.00	0.07
-0.11	-3.24	-6.12
-2.31	-2.15	0.21
-0.16	-0.10	6.31
-0.13	0.39	0.88
-0.16	0.08	0.58
-0.05	-0.05	1.01
-0.07	0.07	1.11
-0.04	0.14	0.97
-0.01	0.12	1.02
-0.06	0.12	0.93
-0.12	0.13	0.95
-0.07	0.17	1.03
-0.10	0.20	0.96
-0.09	0.18	0.99
-0.06	0.16	0.99
-0.13	0.17	0.96
