X	Y	Z
-0.14	0.20	0.35
-0.03	0.29	0.75
-0.10	0.27	0.92
0.00	0.24	1.09
-0.06	0.24	1.13
-0.30	0.29	0.74
-0.76	0.37	0.27
-0.94	0.37	0.40
-0.87	0.39	0.22
-0.87	0.43	0.23
-0.87	0.46	0.20
-0.67	0.32	0.35
-0.40	0.20	1.00
-0.18	0.19	1.04
0.01	0.21	0.92
0.05	0.18	1.02
0.06	0.16	1.04
0.05	0.15	1.08
0.00	0.15	1.16
-0.07	0.19	1.04
0.23	0.50	0.72
0.05	0.78	0.25
-0.04	0.84	0.45
-0.10	0.88	0.47
-0.02	0.94	0.56
-0.10	0.92	0.23
0.02	0.59	0.31
-0.00	0.21	0.63
-0.07	-0.11	1.55
0.07	0.00	1.19
0.01	0.13	0.96
-0.00	0.13	1.04
-0.11	0.13	0.82
0.37	-0.12	0.96
0.88	-0.14	1.06
0.65	0.06	0.40
0.73	0.15	0.37
0.88	0.11	0.53
0.94	0.11	0.59
0.73	0.10	0.61
0.29	0.06	1.02
-0.04	0.15	0.92
-0.07	0.18	0.96
-0.14	0.22	0.92
-0.21	0.23	0.96
-0.16	0.20	0.89
-0.20	0.15	0.27
-0.14	0.00	-0.14
0.28	-0.71	5.84
-0.19	-1.48	4.02
-1.05	-2.50	-1.71
0.56	-2.06	-4.13
-0.84	-1.35	-0.65
-0.82	-0.57	5.23
0.20	0.36	2.36
-0.10	0.28	0.81
0.00	0.06	0.76
0.03	0.16	0.78
0.02	0.28	0.96
0.05	0.29	0.99
-0.01	0.25	0.89
-0.02	0.20	0.77
-0.03	0.11	0.76
0.00	-0.11	0.72
-0.09	-0.33	1.45
-0.06	-0.26	1.04
-0.11	-0.24	1.13
-0.12	-0.24	1.13
-0.08	-0.25	1.16
-0.09	-0.16	1.15
-0.07	0.04	0.85
-0.05	0.23	0.67
0.02	0.29	0.76
-0.03	0.29	0.93
-0.02	0.27	1.00
0.00	0.28	1.08
-0.31	0.25	0.98
-0.62	0.40	0.35
-0.79	0.43	0.42
-0.78	0.42	0.32
-0.88	0.42	0.28
-0.93	0.44	0.42
-0.67	0.43	0.26
-0.45	0.31	0.77
-0.22	0.25	1.00
0.00	0.24	0.96
0.03	0.21	1.00
0.04	0.21	1.03
0.04	0.22	1.08
0.01	0.23	1.10
-0.02	0.30	1.02
-0.09	0.48	0.75
0.12	0.72	0.40
-0.07	0.78	0.53
-0.14	0.86	0.59
-0.07	0.89	0.51
-0.01	0.86	0.52
-0.08	0.91	0.43
-0.08	0.91	0.36
-0.05	0.57	0.42
0.03	0.22	0.97
0.03	0.15	1.18
-0.08	0.19	1.06
0.04	0.19	1.03
0.04	0.20	1.04
-0.01	0.22	0.76
0.27	0.13	0.97
0.68	0.09	0.88
0.86	0.12	0.57
0.80	0.17	0.46
0.82	0.18	0.47
0.90	0.16	0.56
0.98	0.15	0.57
0.73	0.15	0.71
0.10	0.11	0.96
-0.10	0.10	0.87
-0.07	0.09	0.96
-0.15	0.17	0.84
-0.24	0.24	0.30
0.36	-0.02	0.21
-0.12	-0.67	4.37
-0.60	-1.80	5.43
-1.16	-3.12	-0.92
0.19	-2.58	-4.89
-1.15	-1.29	-2.19
-1.79	-0.50	5.90
-0.06	0.53	2.51
0.03	0.32	0.64
-0.12	0.14	0.65
-0.03	0.13	0.99
-0.03	0.21	1.09
-0.00	0.24	1.02
-0.08	0.22	0.95
-0.09	0.18	0.98
-0.05	0.19	0.95
-0.06	0.21	0.93
-0.02	0.20	0.98
-0.09	0.20	0.75
-0.05	0.03	0.68
0.03	-0.26	0.91
-0.00	-0.44	1.17
-0.12	-0.47	1.07
-0.12	-0.47	1.24
-0.14	-0.42	1.37
-0.16	-0.33	1.08
-0.13	-0.15	0.81
-0.07	0.16	0.44
-0.06	0.21	0.86
-0.05	0.20	0.92
-0.02	0.16	1.12
-0.11	0.16	0.92
-0.59	0.17	0.99
-0.80	0.26	0.35
-0.79	0.34	0.31
-0.92	0.35	0.34
-0.91	0.37	0.21
-0.97	0.40	0.26
-0.69	0.35	0.23
-0.65	0.30	0.90
-0.35	0.30	0.60
-0.12	0.19	1.00
0.00	0.11	1.08
0.08	0.09	1.07
0.08	0.11	1.07
0.05	0.13	1.04
0.02	0.17	1.01
-0.03	0.23	0.96
0.13	0.29	1.15
0.10	0.54	0.56
0.10	0.65	0.65
-0.05	0.75	0.45
-0.11	0.83	0.64
-0.03	0.85	0.65
-0.02	0.87	0.56
0.02	0.80	0.29
0.01	0.40	0.66
0.00	-0.04	1.30
0.17	0.03	1.03
0.07	0.06	1.08
0.00	0.11	0.97
0.02	0.11	0.95
0.03	0.09	0.95
0.43	-0.02	0.80
0.65	-0.02	0.76
0.74	-0.01	0.84
0.81	-0.00	0.71
0.80	0.04	0.65
0.74	0.08	0.63
0.90	0.03	0.83
0.59	0.05	0.82
0.14	0.14	0.82
-0.12	0.16	0.84
-0.13	0.15	0.91
-0.13	0.12	0.98
-0.13	0.11	0.89
-0.17	0.10	0.33
-0.06	-0.13	0.05
-0.28	-0.57	4.40
-0.51	-1.48	5.48
-1.30	-3.27	0.22
-0.63	-2.67	-4.15
-0.81	-1.15	-3.39
-1.93	-0.85	4.65
0.04	0.61	3.71
-0.17	0.37	0.26
-0.14	0.12	0.62
0.05	0.12	1.11
0.01	0.32	1.00
-0.08	0.35	0.99
-0.06	0.32	0.95
0.02	0.28	0.96
-0.00	0.30	0.90
-0.00	0.32	0.94
0.00	0.30	0.92
-0.04	0.32	0.94
-0.06	0.33	0.94
-0.06	0.31	0.93
