X	Y	Z
-0.03	0.06	0.81
0.11	0.05	1.10
0.12	0.07	1.11
0.05	0.10	1.03
-0.04	0.08	1.03
-0.17	0.07	0.99
-0.39	0.08	1.06
-0.76	0.24	0.46
-0.82	0.35	0.19
-0.83	0.36	0.22
-0.96	0.36	0.19
-0.95	0.38	0.17
-0.85	0.40	0.21
-0.58	0.26	0.49
-0.38	0.11	1.18
0.06	0.17	0.91
0.05	0.14	0.87
0.06	0.11	1.06
0.08	0.12	0.95
0.08	0.12	1.17
-0.10	0.16	0.95
-0.61	0.32	0.47
-0.83	0.41	0.29
-0.91	0.40	0.25
-0.91	0.43	0.15
-0.89	0.44	0.12
-0.88	0.43	0.18
-0.78	0.41	0.17
-0.50	0.21	0.67
-0.27	0.11	1.18
0.05	0.14	1.01
0.14	0.10	1.00
0.08	0.13	0.93
0.00	0.17	0.65
-0.11	0.34	0.08
0.26	-0.93	4.72
-0.01	-2.06	4.57
-1.07	-2.63	-2.40
-0.62	-1.28	-4.48
-1.53	-1.33	-0.13
0.32	-0.71	5.20
0.44	0.32	1.83
-0.03	0.25	0.90
-0.03	0.12	0.77
0.01	0.09	0.93
0.13	0.09	1.10
0.14	0.11	1.03
0.06	0.14	0.97
0.02	0.13	0.94
0.02	0.14	0.94
-0.01	0.17	0.95
-0.02	0.19	0.96
-0.02	0.18	1.01
0.00	0.18	0.98
-0.01	0.16	0.98
-0.01	0.17	1.00
-0.04	0.17	0.97
-0.03	0.17	0.98
-0.02	0.17	1.01
-0.01	0.17	0.99
-0.01	0.17	0.98
-0.00	0.16	0.97
