X	Y	Z
-0.06	0.15	1.03
-0.05	0.24	1.08
-0.12	0.25	0.85
-0.02	0.16	0.66
0.22	0.01	0.84
0.89	-0.17	1.02
0.83	-0.08	0.65
0.78	-0.02	0.54
0.87	-0.13	0.73
0.86	-0.15	0.74
0.73	-0.06	0.78
0.46	-0.05	0.81
0.19	-0.08	1.30
-0.26	0.14	0.39
-0.44	0.18	0.95
-0.37	0.17	0.73
-0.22	0.10	1.01
-0.14	0.04	1.08
-0.13	0.02	1.25
-0.29	0.12	0.83
-0.84	0.32	-0.00
-0.84	0.39	0.02
-0.99	0.37	0.07
-0.92	0.41	-0.09
-1.01	0.44	-0.04
-0.83	0.39	-0.06
-0.18	0.12	0.31
0.02	-0.01	1.50
0.36	0.04	0.89
0.33	-0.03	1.01
0.19	0.03	0.90
-0.09	0.15	0.13
0.13	0.04	0.56
0.88	-1.09	6.09
-0.44	-2.64	3.77
-2.12	-3.59	-3.88
-2.01	-2.30	-5.15
-1.14	-2.09	5.00
0.43	0.18	4.42
-0.01	0.40	0.31
-0.18	0.05	0.64
0.06	0.02	1.10
0.01	0.15	1.00
0.11	0.16	1.00
0.08	0.17	1.01
-0.06	0.20	0.92
-0.11	0.23	1.04
0.02	0.23	0.95
-0.01	0.19	0.94
-0.02	0.20	0.95
-0.01	0.20	0.94
-0.06	0.22	0.96
-0.05	0.21	0.99
