X	Y	Z
-0.01	-0.00	1.14
-0.01	-0.01	1.23
-0.04	0.02	1.16
-0.05	0.10	1.23
-0.06	0.40	0.44
-0.12	0.68	0.55
-0.11	0.83	0.44
-0.14	0.87	0.41
-0.14	0.89	0.45
-0.12	0.84	0.15
-0.14	0.44	0.44
0.02	0.08	1.14
0.08	-0.09	0.99
0.05	-0.16	1.31
0.04	-0.15	1.03
0.10	-0.16	1.06
0.02	-0.16	1.02
0.00	-0.19	1.21
0.06	-0.25	1.56
-0.09	-0.10	1.11
0.01	0.12	0.77
-0.14	0.40	0.38
0.03	0.81	0.06
-0.24	0.94	0.21
-0.23	1.01	0.33
-0.15	0.95	0.34
-0.12	0.77	0.33
0.02	0.58	0.24
-0.20	0.15	0.75
0.09	-0.15	1.18
-0.17	-0.21	1.22
-0.01	-0.21	1.28
-0.02	-0.09	0.51
0.00	-0.03	0.42
-0.28	-2.39	6.09
-0.94	-2.65	1.75
-0.55	-1.99	-4.02
-0.29	-1.36	-4.60
-1.74	-1.75	4.45
-0.17	-0.01	4.07
-0.11	0.30	0.23
-0.20	-0.02	0.55
-0.01	-0.08	1.03
0.02	-0.04	1.23
-0.06	0.01	1.22
-0.10	-0.01	1.20
-0.13	0.12	1.00
-0.13	0.39	0.57
-0.28	0.79	0.45
-0.11	0.86	0.16
-0.27	0.95	0.15
-0.33	0.97	0.30
-0.24	0.94	-0.03
-0.09	0.58	0.35
0.10	0.15	0.57
-0.09	-0.11	1.27
-0.02	-0.15	1.28
0.14	-0.19	1.31
0.07	-0.16	1.00
0.03	-0.14	1.04
-0.07	-0.14	1.27
-0.00	-0.20	1.56
0.05	-0.22	1.01
0.10	0.50	-0.15
-0.23	0.86	0.34
-0.28	0.94	0.07
-0.24	0.95	0.06
-0.18	1.00	0.12
-0.18	1.02	-0.09
-0.37	0.84	0.00
0.05	0.45	0.35
-0.10	0.14	0.87
-0.24	-0.13	1.14
0.08	-0.13	1.33
-0.06	-0.17	1.18
-0.01	-0.15	1.08
-0.08	0.02	0.55
-0.19	-0.12	-0.34
0.24	-1.63	5.46
-0.22	-2.54	4.04
-1.41	-2.83	-2.74
-0.54	-1.38	-4.92
-1.98	-1.80	1.07
0.06	-0.73	6.00
-0.05	0.33	0.74
-0.27	0.13	0.37
0.02	-0.17	0.94
-0.01	-0.06	1.05
-0.03	-0.00	1.09
-0.08	0.00	1.15
-0.17	-0.00	1.28
-0.12	0.10	1.16
-0.02	0.28	0.67
-0.14	0.66	0.45
-0.08	0.79	0.41
-0.13	0.90	0.30
-0.14	0.95	0.30
-0.23	0.97	0.11
-0.12	0.79	0.04
-0.18	0.43	0.48
-0.07	-0.17	0.72
0.11	-0.32	1.66
-0.00	-0.28	1.27
0.08	-0.18	0.92
0.04	-0.18	1.16
-0.07	-0.22	1.33
0.02	-0.23	1.55
0.00	-0.04	0.88
-0.05	0.38	0.33
-0.06	0.72	0.11
-0.21	0.90	0.05
-0.24	1.00	-0.05
-0.24	1.02	0.03
-0.13	0.98	-0.04
-0.22	0.76	0.26
-0.08	0.31	0.35
-0.20	-0.10	1.17
-0.08	-0.10	1.50
0.01	-0.01	1.13
-0.01	0.03	0.93
-0.14	0.10	0.38
-0.20	-0.15	0.05
0.13	-1.77	5.59
-0.72	-2.49	3.24
-0.80	-2.29	-3.79
-0.73	-1.40	-4.53
-1.58	-1.54	3.60
0.16	-0.33	4.14
0.04	0.22	0.85
-0.19	0.07	0.62
0.02	0.05	0.86
-0.09	0.15	1.04
-0.06	0.19	0.94
-0.01	0.18	0.93
-0.05	0.18	0.95
-0.07	0.18	0.99
-0.07	0.22	0.99
-0.03	0.20	1.02
-0.06	0.18	0.95
