X	Y	Z
-0.09	0.11	0.55
0.03	0.18	0.82
-0.07	0.18	0.92
-0.05	0.17	1.03
-0.05	0.16	1.06
-0.25	0.15	0.98
-0.68	0.27	0.42
-0.86	0.31	0.59
-0.87	0.35	0.36
-0.92	0.38	0.26
-0.90	0.37	0.35
-0.65	0.31	0.34
-0.46	0.16	0.76
-0.22	0.10	1.15
-0.07	0.10	0.92
0.11	0.06	1.09
0.09	0.06	0.99
0.06	0.07	1.01
0.06	0.07	1.06
0.03	0.06	1.25
-0.08	0.06	1.30
0.01	0.29	0.68
0.02	0.71	0.27
0.01	0.79	0.40
-0.11	0.84	0.41
-0.13	0.91	0.45
-0.02	0.90	0.19
-0.09	0.54	0.53
0.07	0.16	0.90
-0.17	-0.03	1.55
-0.20	0.07	1.02
-0.08	0.13	0.94
-0.14	0.13	1.00
-0.14	0.15	0.96
-0.12	0.16	0.88
0.05	0.10	0.98
0.44	0.03	0.90
0.84	0.02	0.71
0.82	0.08	0.56
0.87	0.12	0.47
0.83	0.11	0.50
0.89	0.07	0.69
0.32	0.00	0.99
-0.00	0.10	0.94
-0.04	0.14	0.94
-0.15	0.17	0.83
-0.15	0.17	0.85
-0.19	0.16	0.34
-0.02	0.11	0.60
-0.37	-1.27	6.84
-1.09	-2.53	2.46
-0.73	-3.32	-3.89
-0.20	-2.04	-4.69
-2.00	-1.53	3.17
-0.34	-0.11	5.08
0.04	0.43	0.75
-0.07	0.13	0.67
-0.08	0.08	1.00
0.07	0.12	0.99
0.07	0.20	1.03
-0.05	0.24	0.95
-0.07	0.27	0.96
-0.03	0.23	0.99
-0.06	0.26	0.96
-0.08	0.28	0.96
-0.04	0.24	0.96
-0.07	0.24	0.93
-0.14	0.27	0.90
-0.10	0.26	1.02
