X	Y	Z
0.04	0.27	0.89
0.05	0.06	1.11
-0.08	0.05	1.09
-0.18	0.03	1.16
-0.02	0.01	1.09
-0.06	0.04	1.06
-0.13	0.09	0.91
-0.00	0.04	0.77
0.39	-0.05	0.99
0.73	-0.05	0.71
0.87	-0.07	0.60
0.87	-0.05	0.51
0.86	-0.06	0.56
0.95	-0.05	0.77
0.65	-0.03	0.62
0.39	0.00	1.15
-0.18	0.17	0.65
-0.11	0.21	0.84
-0.13	0.20	0.65
0.08	0.22	-0.19
-0.49	-0.61	3.43
-0.91	-1.73	5.83
-0.99	-3.10	-1.05
0.28	-2.23	-4.89
-1.55	-1.38	-0.98
-0.76	-0.62	5.93
0.03	0.39	1.45
0.03	0.18	0.47
0.15	-0.01	0.92
0.04	0.08	1.05
0.01	0.11	1.17
-0.19	0.17	1.02
-0.26	0.18	1.00
-0.56	0.28	0.64
-0.63	0.40	0.29
-0.90	0.47	0.10
-0.91	0.43	0.30
-0.90	0.43	0.20
-0.85	0.39	0.15
-0.59	0.27	0.52
-0.48	0.17	1.05
-0.23	0.17	0.94
0.06	0.13	0.97
0.11	0.11	0.97
0.18	0.06	0.93
0.27	0.02	1.05
0.22	0.01	1.10
0.15	-0.04	1.42
0.02	-0.11	1.19
0.14	0.48	0.13
-0.05	0.85	0.41
-0.14	0.85	0.34
-0.01	0.89	0.61
-0.00	0.96	0.55
-0.02	0.89	0.31
0.04	0.70	0.33
-0.09	0.21	0.84
-0.15	0.02	1.09
-0.16	0.02	1.13
-0.14	-0.02	1.13
-0.02	0.00	1.04
-0.08	0.02	1.08
-0.16	0.08	0.92
-0.01	0.06	0.65
0.49	-0.10	1.22
0.68	-0.05	0.65
0.80	-0.01	0.52
0.88	-0.00	0.43
0.90	-0.03	0.47
0.98	0.02	0.63
0.85	0.01	0.60
0.21	-0.01	0.92
-0.09	0.13	0.80
-0.02	0.08	1.07
-0.07	0.10	0.92
-0.16	0.14	0.75
-0.08	0.28	-0.26
-0.40	-0.89	4.92
-0.82	-2.38	4.44
-0.41	-3.39	-3.36
0.14	-1.77	-4.94
-2.13	-1.60	2.49
-0.30	-0.27	5.39
-0.19	0.41	0.51
-0.30	0.15	0.39
0.15	-0.01	1.04
0.01	0.09	1.17
-0.18	0.18	1.08
-0.21	0.20	1.01
-0.40	0.25	0.75
-0.66	0.40	0.41
-0.89	0.46	0.13
-0.81	0.44	0.21
-0.94	0.47	0.15
-0.92	0.47	0.07
-0.68	0.44	-0.03
-0.35	0.19	0.49
-0.28	-0.02	1.32
0.04	-0.02	1.07
0.13	-0.05	1.06
0.17	-0.02	0.97
0.13	-0.01	0.94
0.16	-0.05	1.05
0.16	-0.07	1.13
0.16	-0.07	1.41
-0.06	0.07	0.95
0.03	0.37	0.67
0.02	0.68	0.43
-0.04	0.82	0.38
-0.12	0.86	0.33
-0.07	0.90	0.49
-0.10	0.98	0.31
-0.11	0.95	0.13
-0.09	0.67	0.49
0.08	0.22	0.72
-0.18	-0.02	1.41
-0.27	0.07	1.14
-0.09	0.14	0.92
-0.11	0.15	1.05
-0.15	0.17	1.00
-0.20	0.22	0.87
-0.07	0.20	0.75
0.16	0.09	0.80
0.72	-0.07	1.00
0.86	-0.08	0.67
0.96	-0.08	0.44
0.87	0.00	0.52
0.82	0.05	0.51
0.93	0.03	0.59
0.96	-0.03	0.82
0.10	-0.03	0.98
-0.23	0.15	0.84
-0.27	0.18	0.76
-0.29	0.19	0.79
-0.21	0.23	0.14
0.20	0.23	-0.48
-1.24	-1.53	5.54
-1.21	-3.02	4.26
-0.20	-3.44	-4.01
0.07	-1.69	-4.73
-2.27	-1.72	2.89
-0.60	-0.20	5.14
-0.08	0.36	0.57
-0.08	0.18	0.41
0.01	0.12	0.96
-0.12	0.22	1.06
-0.04	0.24	1.15
0.02	0.25	0.90
-0.04	0.24	0.89
-0.10	0.23	0.90
-0.06	0.23	1.02
-0.07	0.26	0.98
-0.09	0.25	0.97
-0.10	0.23	0.94
-0.09	0.22	0.96
